,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,modelo,tipo_motor,equipamento,quantidade_motores,nivel_dano,categoria_aviacao,fase_operacao
81,47102,INCIDENTE GRAVE,POUSO LONGO,PORTO VELHO,RO,BRASIL,SBPV,2013-03-05,12:00:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,727-264,JATO,AVIÃO,3.0,NENHUM,REGULAR,CORRIDA APÓS POUSO
82,53578,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,SWRO,2015-11-01,21:30:00,***,SERIPA-7,,,,,0,1,,2016-07-30,KOLBFLYER SS,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,DECOLAGEM
83,45822,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,****,2012-05-05,11:15:00,SIM,SERIPA-7,FINALIZADA,A-111/CENIPA/2013,1.0,2014-07-21,0,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,SUBIDA
84,28775,ACIDENTE,FALHA DO MOTOR EM VOO,CARACARAÍ,RR,BRASIL,****,2007-03-31,17:15:00,SIM,SERIPA-1,FINALIZADA,A-054/CENIPA/2013,1.0,2013-09-13,2,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,DESTRUÍDA,TÁXI AÉREO,INDETERMINADA
85,53498,ACIDENTE,POUSO LONGO,ALTA FLORESTA,MT,BRASIL,****,2015-09-28,14:40:00,SIM,SERIPA-6,ATIVA,A-130/CENIPA/2015,,,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ARREMETIDA NO SOLO
86,48883,INCIDENTE GRAVE,COM TREM DE POUSO,ALTA FLORESTA,MT,BRASIL,SWEN,2013-06-24,16:30:00,SIM,SERIPA-6,FINALIZADA,IG-117/CENIPA/2013,1.0,2016-03-18,0,1,1.0,2016-07-30,210N,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
87,34538,ACIDENTE,PANE SECA,LARANJAL DO JARI,AP,BRASIL,****,2008-12-03,19:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-710C,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,SUBIDA
88,37536,ACIDENTE,FALHA DO MOTOR EM VOO,LARANJAL DO JARI,AP,BRASIL,****,2009-05-16,13:30:00,SIM,SERIPA-1,FINALIZADA,A-080/CENIPA/2011,1.0,2011-09-23,1,1,,2016-07-30,EMB-720C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
89,26759,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ARAGUAIA,MT,BRASIL,****,2006-05-08,13:10:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2009,1.0,2009-10-09,7,1,,2016-07-30,V35B,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,INDETERMINADA
90,53628,ACIDENTE,FALHA DO MOTOR EM VOO,AGUAÍ,SP,BRASIL,****,2015-12-08,12:30:00,SIM,SERIPA-4,ATIVA,A-161/CENIPA/2015,,,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,DECOLAGEM
91,40412,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,MACAPÁ,AP,BRASIL,****,2010-04-16,21:55:00,***,SERIPA-1,,,,,0,1,,2016-07-30,FALCAO AG-21,PISTÃO,AVIÃO,1.0,LEVE,EXPERIMENTAL,POUSO
92,45759,ACIDENTE,INDETERMINADA,MACAPÁ,AP,BRASIL,****,2012-04-20,08:55:00,SIM,SERIPA-1,ATIVA,A-605/CENIPA/2014,,,0,1,,2016-07-30,T206H,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,INDETERMINADA
93,46309,ACIDENTE,OUTROS TIPOS,MACAPÁ,AP,BRASIL,****,2012-09-09,21:12:00,SIM,SERIPA-1,FINALIZADA,A DEFINIR,,,0,1,,2016-07-30,172R,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,INDETERMINADA
94,53579,ACIDENTE,PERDA DE CONTROLE EM VOO,VILHENA,RO,BRASIL,SBVH,2015-10-30,12:30:00,***,SERIPA-7,,,,,0,1,,2016-07-30,ADVENTURE,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,DECOLAGEM
95,42071,ACIDENTE,FALHA DO MOTOR EM VOO,AFUÁ,PA,BRASIL,****,2010-07-24,10:15:00,SIM,SERIPA-1,FINALIZADA,A-084/CENIPA/2011,1.0,2011-09-23,6,1,,2016-07-30,208B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,CRUZEIRO
96,45894,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,AFUÁ,PA,BRASIL,****,2012-05-16,12:10:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,U206G,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,APROXIMAÇÃO FINAL
97,43719,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,****,2010-12-21,13:03:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2013,1.0,2013-08-22,9,1,,2016-07-30,206B,TURBOEIXO,HELICÓPTERO,1.0,DESTRUÍDA,PARTICULAR,TÁXI
98,51672,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,SNAU,2014-07-04,18:52:00,***,SERIPA-2,,,,,0,1,,2016-07-30,RV-10,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,EXPERIMENTAL,POUSO
99,53423,ACIDENTE,POUSO BRUSCO,ARACAJU,SE,BRASIL,SNJD,2015-08-01,12:50:00,SIM,SERIPA-2,FINALIZADA,A-108/CENIPA/2015,1.0,2016-06-16,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
100,53257,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SBAR,2015-05-17,17:40:00,SIM,SERIPA-2,FINALIZADA,A-073/CENIPA/2015,1.0,2015-11-16,1,1,,2016-07-30,M-6-235,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
101,44118,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SNAU,2011-03-18,20:00:00,SIM,SERIPA-2,ATIVA,A-590/CENIPA/2016,,,0,1,,2016-07-30,R44 II,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,TÁXI
102,45912,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,MUCAJAÍ,RR,BRASIL,SWMV,2012-05-04,19:30:00,SIM,SERIPA-7,FINALIZADA,IG-110/CENIPA/2013,1.0,2014-10-02,0,1,,2016-07-30,U206G,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
103,52275,ACIDENTE,PERDA DE CONTROLE NO SOLO,MUCAJAÍ,RR,BRASIL,****,2014-08-28,14:40:00,SIM,SERIPA-7,FINALIZADA,A-148/CENIPA/2014,1.0,2015-03-06,0,1,1.0,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,LEVE,TÁXI AÉREO,CORRIDA APÓS POUSO
104,30250,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,JORDÃO,AC,BRASIL,****,2007-08-07,20:23:00,SIM,SERIPA-7,FINALIZADA,A-551/CENIPA/2015,1.0,2015-11-16,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
105,41552,ACIDENTE,OUTROS TIPOS,NOVA MAMORÉ,RO,BRASIL,****,2010-06-14,14:25:00,SIM,SERIPA-7,FINALIZADA,A-084/CENIPA/2012,1.0,2012-08-29,9,1,,2016-07-30,AS 350 B2,TURBOEIXO,HELICÓPTERO,1.0,NENHUM,ESPECIALIZADA,RETA FINAL
106,52639,ACIDENTE,PERDA DE CONTROLE NO SOLO,MANOEL URBANO,AC,BRASIL,SSPX,2014-10-19,19:05:00,SIM,SERIPA-7,FINALIZADA,A-174/CENIPA/2014,1.0,2015-07-15,0,1,1.0,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
107,30896,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MANOEL URBANO,AC,BRASIL,****,2007-10-24,19:00:00,SIM,SERIPA-7,FINALIZADA,IG-552/CENIPA/2015,1.0,2016-06-23,0,1,,2016-07-30,EMB-720C,PISTÃO,AVIÃO,1.0,***,PARTICULAR,CRUZEIRO
108,44078,ACIDENTE,FALHA DO MOTOR EM VOO,MARECHAL THAUMATURGO,AC,BRASIL,****,2011-03-07,17:35:00,SIM,SERIPA-7,FINALIZADA,A-025/CENIPA/2011,1.0,2011-06-30,2,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
109,46583,ACIDENTE,INDETERMINADA,ALMIRANTE TAMANDARÉ,PR,BRASIL,****,2012-11-06,21:30:00,SIM,SERIPA-5,FINALIZADA,A-526/CENIPA/2015,1.0,2016-06-03,9,1,,2016-07-30,PA-31T2,TURBOÉLICE,AVIÃO,2.0,DESTRUÍDA,TÁXI AÉREO,APROXIMAÇÃO FINAL
110,46860,ACIDENTE,FALHA DO MOTOR EM VOO,RIO BRANCO,AC,BRASIL,SBRB,2013-01-11,16:30:00,SIM,SERIPA-7,FINALIZADA,A-004/CENIPA/2013,1.0,2013-07-08,0,1,1.0,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
111,43702,ACIDENTE,FALHA DO MOTOR EM VOO,RIO BRANCO,AC,BRASIL,****,2011-01-21,17:35:00,SIM,SERIPA-1,FINALIZADA,A-004/CENIPA/2013,1.0,2013-03-28,8,1,,2016-07-30,208B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,APROXIMAÇÃO FINAL
112,50916,INCIDENTE GRAVE,PERDA DE COMPONENTE NO SOLO,RIO BRANCO,AC,BRASIL,****,2014-03-06,13:00:00,SIM,SERIPA-7,FINALIZADA,IG-049/CENIPA/2014,1.0,2015-03-05,1,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,LEVE,TÁXI AÉREO,TÁXI
113,27261,ACIDENTE,PERDA DE CONTROLE EM VOO,ALENQUER,PA,BRASIL,****,2006-06-27,11:15:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,HB-350B,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,TÁXI AÉREO,ARREMETIDA NO AR
114,46916,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,****,2013-01-29,19:20:00,SIM,SERIPA-5,FINALIZADA,A-021/CENIPA/2013,1.0,2016-03-07,1,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
115,46568,ACIDENTE,FALHA DO MOTOR EM VOO,ALEGRETE,RS,BRASIL,****,2012-11-08,11:00:00,SIM,SERIPA-5,FINALIZADA,A-528/CENIPA/2014,1.0,2014-08-15,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,ESPECIALIZADA
116,43726,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,****,2010-12-29,10:35:00,SIM,SERIPA-5,FINALIZADA,A-087/CENIPA/2012,1.0,2012-08-29,6,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
117,52839,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALEGRETE,RS,BRASIL,****,2014-12-23,20:00:00,SIM,SERIPA-5,FINALIZADA,A-207/CENIPA/2014,1.0,2015-10-19,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,CORRIDA APÓS POUSO
118,51053,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ALEGRETE,RS,BRASIL,****,2014-02-06,13:00:00,SIM,SERIPA-5,FINALIZADA,IG-026/CENIPA/2014,1.0,2015-07-21,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
119,49911,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,SSLT,2013-10-05,21:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,SONEX,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,DECOLAGEM
120,52836,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,****,2014-12-18,19:00:00,SIM,SERIPA-5,FINALIZADA,A-203/CENIPA/2014,1.0,2015-11-16,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,RETA FINAL
121,47652,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALEGRETE,RS,BRASIL,****,2013-03-12,18:40:00,SIM,SERIPA-5,FINALIZADA,A-051/CENIPA/2013,1.0,2014-03-27,0,1,,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
122,46094,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALTO GARÇAS,MT,BRASIL,****,2012-07-07,14:30:00,SIM,SERIPA-6,FINALIZADA,A-127/CENIPA/2013,1.0,2013-11-27,0,1,1.0,2016-07-30,V35B,PISTÃO,AVIÃO,1.0,LEVE,PARTICULAR,CORRIDA APÓS POUSO
123,43776,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALTO GARÇAS,MT,BRASIL,SWDC,2011-01-25,14:40:00,SIM,SERIPA-6,FINALIZADA,A-023/CENIPA/2011,1.0,2011-06-30,3,1,1.0,2016-07-30,EMB-712,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
124,50979,ACIDENTE,POUSO SEM TREM,SANTA ROSA DO PURUS,AC,BRASIL,SSPQ,2014-03-11,20:00:00,SIM,SERIPA-7,FINALIZADA,A-052/CENIPA/2014,1.0,2014-08-22,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
125,45237,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,SENADOR GUIOMARD,AC,BRASIL,****,2011-12-05,19:00:00,SIM,SERIPA-7,ATIVA,IG-568/CENIPA/2016,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,NENHUM,TÁXI AÉREO,POUSO
126,53265,ACIDENTE,PERDA DE CONTROLE NO SOLO,PACARAIMA,RR,BRASIL,SDMM,2015-05-05,16:05:00,SIM,SERIPA-7,ATIVA,A-067/CENIPA/2015,,,0,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
127,52651,ACIDENTE,PANE SECA,RORAINÓPOLIS,RR,BRASIL,****,2014-10-26,17:30:00,SIM,SERIPA-7,FINALIZADA,A-177/CENIPA/2014,1.0,2015-08-04,1,1,,2016-07-30,U206G,PISTÃO,AVIÃO,1.0,NENHUM,ADMINISTRAÇÃO DIRETA,CRUZEIRO
128,31859,ACIDENTE,FALHA DO MOTOR EM VOO,SENA MADUREIRA,AC,BRASIL,****,2008-03-07,13:55:00,SIM,SERIPA-7,FINALIZADA,A-565/CENIPA/2015,1.0,2016-04-22,0,1,,2016-07-30,EMB-720C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
129,52632,ACIDENTE,INDETERMINADA,SENA MADUREIRA,AC,BRASIL,****,2014-10-05,12:00:00,SIM,SERIPA-7,FINALIZADA,A-167/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
130,25820,ACIDENTE,FALHA DO MOTOR EM VOO,OIAPOQUE,AP,BRASIL,****,2006-01-02,12:40:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-711,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,INDETERMINADA
131,50511,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,ALMEIRIM,PA,BRASIL,****,2013-11-10,12:30:00,SIM,SERIPA-1,FINALIZADA,IG-203/CENIPA/2013,1.0,2015-04-24,1,1,,2016-07-30,AS 355 N,TURBOEIXO,HELICÓPTERO,2.0,SUBSTANCIAL,TÁXI AÉREO,PAIRADO
132,27260,ACIDENTE,FALHA DO MOTOR EM VOO,ALMEIRIM,PA,BRASIL,****,2006-06-28,13:20:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-720C,PISTÃO,AVIÃO,1.0,DESTRUÍDA,TÁXI AÉREO,SUBIDA
133,47142,ACIDENTE,PERDA DE CONTROLE EM VOO,ALMEIRIM,PA,BRASIL,SBMD,2013-03-12,12:30:00,SIM,SERIPA-1,FINALIZADA,A-052/CENIPA/2013,1.0,2014-11-24,3,1,,2016-07-30,EMB-820C CARAJA,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CIRCUITO DE TRÁFEGO
134,51012,ACIDENTE,INDETERMINADA,ALTO PARAGUAI,MT,BRASIL,****,2014-02-19,14:30:00,***,SERIPA-6,,,,,0,1,,2016-07-30,RV-10,PISTÃO,AVIÃO,1.0,DESTRUÍDA,EXPERIMENTAL,MANOBRA
135,46569,ACIDENTE,OUTROS TIPOS,ALTÔNIA,PR,BRASIL,****,2012-11-08,19:00:00,SIM,SERIPA-5,FINALIZADA,A-150/CENIPA/2013,1.0,2013-10-21,0,1,,2016-07-30,EMB-721C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
136,45938,ACIDENTE,POUSO LONGO,ALTO HORIZONTE,GO,BRASIL,****,2012-06-20,16:15:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,172RG,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
137,34659,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,ALTAMIRA,PA,BRASIL,****,2008-12-08,17:50:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,T210N,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,ARREMETIDA NO SOLO
138,46209,INCIDENTE GRAVE,OUTROS TIPOS,ALTAMIRA,PA,BRASIL,****,2012-08-04,10:10:00,SIM,SERIPA-1,FINALIZADA,IG-131/CENIPA/2013,1.0,2013-10-21,2,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
139,43899,ACIDENTE,COM TREM DE POUSO,ALTAMIRA,PA,BRASIL,SBHT,2011-02-21,21:45:00,SIM,SERIPA-1,FINALIZADA,A-012/CENIPA/2013,1.0,2013-11-29,6,1,1.0,2016-07-30,ATR-72-212,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,REGULAR,CORRIDA APÓS POUSO
140,46337,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALTO PARAÍSO DE GOIÁS,GO,BRASIL,SDXF,2012-09-12,12:00:00,SIM,SERIPA-6,FINALIZADA,A-590/CENIPA/2014,1.0,2014-10-08,0,1,1.0,2016-07-30,A-122-A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
141,31396,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO TAQUARI,MT,BRASIL,****,2008-01-05,09:30:00,SIM,SERIPA-4,FINALIZADA,A-020/CENIPA/2008,1.0,2008-12-30,9,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
142,44656,INCIDENTE GRAVE,POUSO LONGO,ARACRUZ,ES,BRASIL,****,2011-06-18,09:10:00,SIM,SERIPA-3,ATIVA,IG-551/CENIPA/2016,,,0,1,1.0,2016-07-30,EMB-500,JATO,AVIÃO,2.0,LEVE,PARTICULAR,CORRIDA APÓS POUSO
143,51655,ACIDENTE,OUTROS TIPOS,BOA VISTA DO RAMOS,AM,BRASIL,****,2014-07-05,12:10:00,SIM,SERIPA-7,ATIVA,A-119/CENIPA/2014,,,0,1,,2016-07-30,208 ANFIBIO,TURBOÉLICE,ANFÍBIO,1.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
144,48795,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ANAJÁS,PA,BRASIL,****,2013-06-09,19:10:00,SIM,SERIPA-1,FINALIZADA,A-112/CENIPA/2013,1.0,2014-03-27,1,1,,2016-07-30,PA-32-300,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,NAVEGAÇÃO A BAIXA ALTURA
145,48791,ACIDENTE,OUTROS TIPOS,ANAJÁS,PA,BRASIL,****,2013-06-08,13:30:00,SIM,SERIPA-1,FINALIZADA,A-111/CENIPA/2013,1.0,2014-04-07,1,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
146,29095,ACIDENTE,COM HÉLICE,ANAJÁS,PA,BRASIL,****,2007-02-08,12:25:00,SIM,SERIPA-1,FINALIZADA,A-054/CENIPA/2009,1.0,2009-09-29,12,1,,2016-07-30,EMB-721C,PISTÃO,AVIÃO,1.0,DESTRUÍDA,TÁXI AÉREO,CRUZEIRO
147,51019,INCIDENTE GRAVE,POUSO BRUSCO,CABO FRIO,RJ,BRASIL,SBCB,2014-02-16,09:52:00,SIM,SERIPA-3,ATIVA,IG-037/CENIPA/2014,,,0,1,,2016-07-30,S-76C,TURBOEIXO,HELICÓPTERO,2.0,LEVE,TÁXI AÉREO,POUSO
148,53115,ACIDENTE,PERDA DE CONTROLE EM VOO,UIRAMUTÃ,RR,BRASIL,SJYR,2015-02-22,17:30:00,SIM,SERIPA-7,ATIVA,A-025/CENIPA/2015,,,0,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
149,50810,ACIDENTE,ESTOURO DE PNEU,UIRAMUTÃ,RR,BRASIL,SJLO,2014-02-19,17:35:00,SIM,SERIPA-7,FINALIZADA,A-039/CENIPA/2014,1.0,2014-08-22,0,1,1.0,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
150,52293,INCIDENTE GRAVE,POUSO LONGO,UIRAMUTÃ,RR,BRASIL,SWPD,2014-08-20,18:57:00,SIM,SERIPA-7,FINALIZADA,IG-142/CENIPA/2014,1.0,2015-03-06,0,1,1.0,2016-07-30,210L,PISTÃO,AVIÃO,1.0,LEVE,TÁXI AÉREO,CORRIDA APÓS POUSO
151,40088,ACIDENTE,POUSO LONGO,UIRAMUTÃ,RR,BRASIL,****,2010-03-19,13:10:00,SIM,SERIPA-7,FINALIZADA,A-034/CENIPA/2011,1.0,2011-07-21,3,1,1.0,2016-07-30,E55,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,POUSO
152,40350,INCIDENTE GRAVE,PANE SECA,UIRAMUTÃ,RR,BRASIL,****,2010-04-17,20:30:00,SIM,SERIPA-7,FINALIZADA,I-035/CENIPA/2011,1.0,2016-04-29,0,1,,2016-07-30,BN-2A-9,PISTÃO,AVIÃO,2.0,LEVE,ADMINISTRAÇÃO INDIRETA,SUBIDA
153,45571,ACIDENTE,OUTROS TIPOS,ANANINDEUA,PA,BRASIL,****,2012-02-23,13:40:00,SIM,SERIPA-1,ATIVA,A-531/CENIPA/2015,,,2,1,,2016-07-30,AS 350 BA,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,OUTRA FASE
154,26643,ACIDENTE,FALHA DO MOTOR EM VOO,APIACÁS,MT,BRASIL,****,2006-03-21,16:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
155,30180,ACIDENTE,PERDA DE CONTROLE EM VOO,BORBA,AM,BRASIL,****,2007-08-09,12:55:00,SIM,SERIPA-1,FINALIZADA,A-019/CENIPA/2010,1.0,2010-04-06,7,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
156,27469,ACIDENTE,PERDA DE CONTROLE EM VOO,BORBA,AM,BRASIL,****,2006-08-24,14:30:00,SIM,SERIPA-7,FINALIZADA,A-525/CENIPA/2014,1.0,2014-10-14,1,1,,2016-07-30,T210N,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,ARREMETIDA NO SOLO
157,50236,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CANDEIAS DO JAMARI,RO,BRASIL,****,2013-12-29,19:00:00,***,SERIPA-7,,,,,0,1,,2016-07-30,PETREL,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,APROXIMAÇÃO FINAL
158,32155,INCIDENTE GRAVE,FOGO EM VOO,CAAPIRANGA,AM,BRASIL,****,2008-02-02,13:35:00,SIM,SERIPA-7,FINALIZADA,IG - 553/CENIPA/2015,1.0,2016-06-03,1,1,,2016-07-30,AS 355 F2,TURBOEIXO,HELICÓPTERO,2.0,SUBSTANCIAL,TÁXI AÉREO,CRUZEIRO
159,44543,ACIDENTE,MANOBRAS A BAIXA ALTURA,ANGÉLICA,MS,BRASIL,****,2011-05-24,09:45:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,OUTRA FASE
160,27853,ACIDENTE,POUSO LONGO,ANAPU,PA,BRASIL,****,2006-09-15,18:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,U206E,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,RETA FINAL
161,39707,INCIDENTE GRAVE,COM TREM DE POUSO,CANUTAMA,AM,BRASIL,****,2010-01-09,12:30:00,SIM,SERIPA-7,FINALIZADA,IG-028/CENIPA/2011,1.0,2011-07-21,3,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,LEVE,PARTICULAR,CRUZEIRO
